change_type,diff_path,depth
values_changed,root['children'][1]['children'][0]['tag'],5
values_changed,root['children'][1]['children'][0]['attrs'],5
values_changed,root['children'][1]['children'][0]['text'],5
values_changed,root['children'][1]['children'][0]['children'][0],6
iterable_item_added,root['children'][1]['children'][0],4
iterable_item_added,root['children'][1]['children'][17],4
iterable_item_added,root['children'][1]['children'][18],4
iterable_item_added,root['children'][1]['children'][19],4
iterable_item_added,root['children'][1]['children'][20],4
iterable_item_added,root['children'][1]['children'][21],4
iterable_item_added,root['children'][1]['children'][22],4
iterable_item_added,root['children'][1]['children'][23],4
iterable_item_added,root['children'][1]['children'][24],4
iterable_item_added,root['children'][1]['children'][25],4
iterable_item_added,root['children'][1]['children'][26],4
iterable_item_added,root['children'][1]['children'][27],4
iterable_item_added,root['children'][1]['children'][28],4
iterable_item_added,root['children'][1]['children'][29],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
