change_type,diff_path,depth
iterable_item_removed,root['children'][4]['children'][1]['children'][21],6
iterable_item_removed,root['children'][4]['children'][1]['children'][22],6
iterable_item_removed,root['children'][4]['children'][1]['children'][23],6
iterable_item_removed,root['children'][4]['children'][1]['children'][24],6
iterable_item_removed,root['children'][4]['children'][1]['children'][25],6
iterable_item_removed,root['children'][4]['children'][1]['children'][26],6
iterable_item_removed,root['children'][4]['children'][1]['children'][27],6
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
dictionary_item_removed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['attrs']['data-testid'],16
dictionary_item_removed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['attrs']['id'],16
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][2]['tag'],13
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][2]['attrs'],13
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][2]['text'],13
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['tag'],13
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['attrs'],13
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['tag'],15
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['text'],15
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['text'],13
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['text'],11
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['text'],9
values_changed,root['children'][1]['children'][1]['children'][0]['text'],7
values_changed,root['children'][1]['children'][1]['text'],5
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['attrs']['class'][0],17
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['children'][0],16
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][2]['children'][0],14
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['attrs']['class'][1],17
values_changed,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['attrs']['class'][2],17
iterable_item_added,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['attrs']['class'][3],17
iterable_item_added,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['attrs']['class'][4],17
iterable_item_added,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['children'][1],16
iterable_item_added,root['children'][1]['children'][1]['children'][0]['children'][0]['children'][1]['children'][1]['children'][0]['children'][2],16
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
type_changes,root['children'][1]['children'][16],4
iterable_item_added,root['children'][1]['children'][16],4
iterable_item_added,root['children'][1]['children'][17],4
iterable_item_added,root['children'][1]['children'][18],4
iterable_item_added,root['children'][1]['children'][19],4
iterable_item_added,root['children'][1]['children'][20],4
iterable_item_added,root['children'][1]['children'][21],4
iterable_item_added,root['children'][1]['children'][22],4
iterable_item_added,root['children'][1]['children'][23],4
iterable_item_added,root['children'][1]['children'][24],4
iterable_item_added,root['children'][1]['children'][25],4
iterable_item_added,root['children'][1]['children'][26],4
iterable_item_added,root['children'][1]['children'][27],4
iterable_item_added,root['children'][1]['children'][28],4
iterable_item_added,root['children'][1]['children'][29],4
iterable_item_added,root['children'][1]['children'][30],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
